Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,04-15-2015,04-27-2015,05-05-2015,05-13-2015,05-13-2015,05-13-2015,05-27-2015,05-27-2015,17212,$865.22
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-09-2015,04-15-2015,04-27-2015,05-05-2015,05-13-2015,05-13-2015,05-13-2015,05-27-2015,05-27-2015,17213,$529.4
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-08-2015,04-15-2015,04-27-2015,05-05-2015,05-13-2015,05-13-2015,05-13-2015,05-27-2015,05-27-2015,17214,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-06-2015,04-15-2015,04-27-2015,05-05-2015,05-13-2015,05-13-2015,05-13-2015,05-27-2015,05-27-2015,17215,$529.4
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-03-2015,04-15-2015,04-27-2015,05-05-2015,05-13-2015,05-13-2015,05-13-2015,05-27-2015,05-27-2015,17216,$432.61
Washington Avenue Pedestrian Crossing (Washington Ave. - Drexel Drive - Xavier),Command Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,04-15-2015,04-24-2015,04-28-2015,04-29-2015,05-01-2015,05-01-2015,05-06-2015,05-06-2015,17175,"$483,602"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,04-15-2015,04-24-2015,05-05-2015,05-12-2015,05-12-2015,05-12-2015,05-27-2015,05-27-2015,17205,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-01-2015,04-15-2015,04-24-2015,05-05-2015,05-12-2015,05-12-2015,05-12-2015,05-27-2015,05-27-2015,17206,$432.61
Magazine St. (St. Joseph St - Calliope St),Richard C. Lambert,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-06-2012,04-16-2015,04-23-2015,04-24-2015,04-29-2015,05-01-2015,05-01-2015,05-04-2015,05-04-2015,15516,"$27,342.78"
New Orleans Museum District Enhancement,Richard C. Lambert,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,04-20-2015,04-23-2015,04-27-2015,05-07-2015,05-07-2015,05-07-2015,05-08-2015,05-08-2015,17178,$832.5
"Berkley Dr (Kabel Dr - Huntlee Dr), Somerset Dr (Berkley Dr - MacArthur Blvd)",Fleming Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,04-13-2015,04-17-2015,04-17-2015,04-29-2015,05-01-2015,05-01-2015,05-06-2015,05-06-2015,17125,"$294,105.28"
DPW Pavement Assessment,Stantec Consulting Services,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-03-2015,04-09-2015,04-16-2015,04-17-2015,04-20-2015,04-21-2015,04-21-2015,04-29-2015,04-29-2015,17118,"$156,930"
Street Light Maintenance and Rehabilitation,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-26-2015,04-15-2015,04-16-2015,04-29-2015,05-12-2015,05-12-2015,05-12-2015,05-18-2015,05-18-2015,17203,"$74,048.14"
Pedestrian Crossing/Local Road Safety Program (Phase I & II),Digital Engineering and Imaging,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-28-2015,04-02-2015,04-15-2015,04-17-2015,04-23-2015,04-23-2015,04-23-2015,04-30-2015,04-30-2015,17116,"$6,486.43"
Washington Avenue Pedestrian Crossing (Washington Ave. - Drexel Drive - Xavier),"Design Engineering, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-17-2015,04-01-2015,04-14-2015,04-20-2015,05-05-2015,05-05-2015,05-05-2015,05-13-2015,05-13-2015,17103,"$27,044.12"
Washington Avenue Pedestrian Crossing (Washington Ave. - Drexel Drive - Xavier),"Stratum Engineering, LLC",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,03-31-2015,04-14-2015,04-20-2015,04-30-2015,05-01-2015,05-01-2015,05-08-2015,05-08-2015,17104,"$13,973.9"
Citywide Sign Replacement,Custom Products Corp,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-27-2015,04-06-2015,04-09-2015,04-10-2015,04-14-2015,04-15-2015,04-15-2015,04-17-2015,04-17-2015,17059,"$1,628.48"
Citywide Sign Replacement,Custom Products Corp,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-27-2015,04-06-2015,04-09-2015,04-10-2015,04-14-2015,04-15-2015,04-15-2015,04-17-2015,04-17-2015,17060,"$3,264"
Recovery Program - Holy Cross - Part 1,"Roubion Roads & Streets, L.L.C.",General Contractor,no,S&WB,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-07-2015,03-20-2015,04-09-2015,04-10-2015,04-23-2015,04-28-2015,04-28-2015,05-01-2015,05-01-2015,17069,"$260,088.43"
Recovery Program - Holy Cross - Part 1,"Roubion Roads & Streets, L.L.C.",General Contractor,no,S&WB,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-07-2015,03-15-2015,04-09-2015,04-10-2015,05-20-2015,05-21-2015,05-21-2015,05-27-2015,05-27-2015,17070,"$11,305.95"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-30-2015,04-09-2015,04-14-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17083,"$2,047.77"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-20-2015,03-30-2015,04-09-2015,04-17-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17084,$723.12
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-20-2015,03-30-2015,04-09-2015,04-17-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17085,"$2,892.48"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-23-2015,03-30-2015,04-09-2015,04-17-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17087,"$2,730.36"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-24-2015,04-09-2015,04-17-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17090,"$1,365.18"
Magnolia Converted Ped Bridge,"Volkert, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-28-2015,03-31-2015,04-07-2015,04-13-2015,04-17-2015,04-20-2015,04-20-2015,04-21-2015,04-21-2015,16848,"$56,677"
Jefferson Davis Bike Path (Gravier St. - Orleans Ave.),Hard Rock Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2015,03-31-2015,04-07-2015,04-08-2015,05-05-2015,05-05-2015,05-05-2015,05-13-2015,05-13-2015,17062,"$104,404.4"
Recovery Program - Gentilly Terrace and Desire Area Development ,"APS Design & Testing, LLC",Testing,no,S&WB,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-16-2015,03-27-2015,04-06-2015,04-14-2015,04-15-2015,04-15-2015,04-15-2015,04-21-2015,04-21-2015,17114,$523
Recovery Program - Holy Cross - Part 2,Fleming Construction,General Contractor,no,S&WB,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-28-2015,02-28-2015,04-02-2015,04-07-2015,06-04-2015,06-05-2015,06-05-2015,06-17-2015,06-17-2015,17040,"$14,424.8"
Cherokee St Phase II,Professional Engineering Consultants Corp.,Supervision,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-28-2015,04-02-2015,04-02-2015,04-21-2015,04-23-2015,04-23-2015,04-23-2015,05-06-2015,05-06-2015,17137,"$5,989.23"
Cartier Ave  (Mirabeau Ave - Filmore Ave),ILSI,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-28-2015,03-23-2015,04-01-2015,04-07-2015,04-17-2015,04-20-2015,04-20-2015,04-21-2015,04-21-2015,17004,"$23,196.64"
Cartier Ave  (Mirabeau Ave - Filmore Ave),"Fugro Consultants, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-26-2015,04-01-2015,04-07-2015,04-15-2015,04-16-2015,04-16-2015,04-21-2015,04-21-2015,17005,$296.5
Citywide Sign Replacement,"Hall Signs, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-23-2015,03-23-2015,04-01-2015,04-07-2015,04-16-2015,04-17-2015,04-17-2015,04-29-2015,04-29-2015,17008,"$5,799.93"
Citywide Sign Replacement,"Hall Signs, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-23-2015,03-23-2015,04-01-2015,04-07-2015,04-16-2015,04-17-2015,04-17-2015,04-29-2015,04-29-2015,17009,$150
"Berkley Dr (Kabel Dr - Huntlee Dr), Somerset Dr (Berkley Dr - MacArthur Blvd)",Julien Engineering & Consulting,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-28-2015,03-30-2015,03-31-2015,03-31-2015,03-26-2015,04-01-2015,04-01-2015,04-09-2015,04-09-2015,16785,"$9,987.03"
"Berkley Dr (Kabel Dr - Huntlee Dr), Somerset Dr (Berkley Dr - MacArthur Blvd)",Julien Engineering & Consulting,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-29-2013,03-30-2015,03-31-2015,03-31-2015,03-31-2015,04-01-2015,04-01-2015,04-09-2015,04-09-2015,16959,"$3,110.35"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-17-2015,03-20-2015,03-31-2015,04-10-2015,04-29-2015,04-29-2015,04-29-2015,05-06-2015,05-06-2015,17016,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-16-2015,03-20-2015,03-31-2015,04-10-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17018,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-12-2015,03-20-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17019,$529.4
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-16-2015,03-20-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17020,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-17-2015,03-20-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17021,"$1,012.6"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-30-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17022,"$1,980.42"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-23-2015,03-30-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17023,$529.4
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-30-2015,03-31-2015,04-13-2015,04-30-2015,04-30-2015,04-30-2015,05-06-2015,05-06-2015,17024,$865.22
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-30-2015,03-31-2015,04-13-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17025,"$6,116.35"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-24-2015,03-30-2015,03-31-2015,04-13-2015,05-04-2015,05-04-2015,05-04-2015,05-08-2015,05-08-2015,17080,$962.01
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-10-2015,03-16-2015,03-30-2015,04-06-2015,04-15-2015,04-15-2015,04-15-2015,04-22-2015,04-22-2015,16965,"$3,028.27"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-26-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16967,"$1,058.8"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-04-2015,03-20-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16968,"$3,278.25"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-26-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16969,"$1,924.02"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-05-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16970,"$1,058.8"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-05-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16972,"$1,394.62"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-05-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16973,"$7,903.19"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-02-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16975,"$3,028.27"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-26-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-27-2015,04-27-2015,16979,"$6,056.54"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-04-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16980,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-04-2015,03-15-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16981,"$21,681.84"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-27-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16982,$723.12
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-26-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16983,$865.22
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-24-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16984,$865.22
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-02-2015,03-16-2015,03-30-2015,04-06-2015,04-20-2015,04-20-2015,04-20-2015,04-30-2015,04-30-2015,16987,"$2,163.05"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-02-2015,03-16-2015,03-30-2015,04-09-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16988,"$9,517.42"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-02-2015,03-16-2015,03-30-2015,04-09-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16989,"$1,730.44"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-27-2015,03-16-2015,03-30-2015,04-09-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16990,$723.12
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-04-2015,03-16-2015,03-30-2015,04-09-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16991,"$4,235.2"
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-27-2015,03-16-2015,03-30-2015,04-09-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16992,$432.61
Street Light LED Conversion Project,"All Star Electric, INC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-27-2015,03-16-2015,03-30-2015,04-10-2015,04-27-2015,04-27-2015,04-27-2015,05-01-2015,05-01-2015,16993,"$6,508.08"
