Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Latter Library Renovations,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-14-2013,11-14-2013,11-14-2013,11-14-2013,11-18-2013,11-19-2013,11-19-2013,11-20-2013,11-20-2013,12964,"$144,212.14"
Municipal Traffic Court - Interior Renovations,Pascal Architects LLC,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-11-2013,11-11-2013,11-14-2013,11-22-2013,12-02-2013,12-03-2013,12-03-2013,12-10-2013,12-10-2013,13035,"$43,479"
Treme Center,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-13-2013,11-14-2013,11-18-2013,11-19-2013,11-19-2013,11-20-2013,11-20-2013,12952,"$2,332"
Parks & Parkways Citywide Improvements,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-13-2013,11-14-2013,11-18-2013,11-20-2013,11-20-2013,11-20-2013,11-20-2013,12953,"$1,155.87"
Stallings St. Claude Community Center,"Lee Ledbetter & Associates, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-07-2013,11-07-2013,11-13-2013,11-13-2013,11-20-2013,11-22-2013,11-22-2013,12-10-2013,12-10-2013,12957,"$10,998.91"
Wisner Playground Dog Park,Robert Wolfe Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2013,09-30-2013,11-13-2013,11-21-2013,12-03-2013,12-04-2013,12-04-2013,12-10-2013,12-10-2013,12958,"$85,275"
NOPD Fifth District Police Station,Imre Hegedus and Associated Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-08-2013,11-08-2013,11-13-2013,11-13-2013,11-19-2013,11-22-2013,11-22-2013,12-10-2013,12-10-2013,12961,"$27,504.06"
New Orleans Museum of Art Storage Warehouse (Rendon St.),"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-12-2013,11-12-2013,11-13-2013,11-14-2013,01-06-2014,01-09-2014,01-09-2014,01-17-2014,01-22-2014,12962,$747.8
Latter Library Renovations,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-13-2013,11-15-2013,11-20-2013,11-22-2013,11-22-2013,12-10-2013,12-10-2013,12969,"$2,812.14"
Hurricane Isaac Fencing Repairs (Cut Off),Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-13-2013,11-15-2013,11-20-2013,11-22-2013,11-22-2013,12-10-2013,12-10-2013,12970,$52.7
Treme Center,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-08-2013,11-08-2013,11-12-2013,11-12-2013,11-13-2013,11-14-2013,11-14-2013,11-20-2013,11-20-2013,12933,"$20,299.59"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom","Perez, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-11-2013,11-11-2013,11-12-2013,11-13-2013,11-13-2013,11-19-2013,11-19-2013,12940,"$12,569.88"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12981,$315.81
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-29-2013,10-29-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12983,$359.56
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12984,$479.42
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-29-2013,10-29-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12985,$492.81
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12986,$504.22
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12987,$533.55
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12988,$568.83
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12989,$591.13
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12992,$700.05
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-29-2013,10-29-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12995,$797.3
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-29-2013,10-29-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12996,$837.51
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12997,"$1,094.28"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12998,"$1,095.04"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,12999,"$1,133.88"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13000,"$1,253.97"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13001,"$1,990.49"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13002,"$1,966.46"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13003,"$2,310.13"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13004,"$3,000.65"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13005,"$3,540.36"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13006,"$3,566.08"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13007,"$6,878.92"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13008,"$11,133.33"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13009,"$14,411.71"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13010,"$16,881.83"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-15-2013,11-15-2013,11-15-2013,11-20-2013,11-20-2013,13011,"$17,875.68"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Icon Construction Group LLC,General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,10-31-2013,10-31-2013,11-08-2013,11-11-2013,11-27-2013,12-04-2013,12-04-2013,12-10-2013,12-10-2013,12905,"$305,130.5"
New Orleans Museum of Art Storage Warehouse (Rendon St.),Construction Masters,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-08-2013,11-11-2013,11-13-2013,11-14-2013,11-14-2013,11-20-2013,11-20-2013,12917,"$97,812"
Di Benedetto Playground Enhancements,"Crescent Commercial Construction, LLC",General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,10-31-2013,11-06-2013,11-08-2013,11-08-2013,11-27-2013,12-04-2013,12-04-2013,12-10-2013,12-10-2013,12922,"$87,791.67"
Revolver Administrative Costs,Foley & Judell LLP,Law Firm,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-09-2013,07-10-2013,11-08-2013,11-08-2013,12-02-2013,12-04-2013,12-04-2013,12-12-2013,12-12-2013,13097,"$3,083.33"
Keller Community Center,"Holly and Smith Architects, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-07-2013,11-12-2013,11-13-2013,11-14-2013,11-14-2013,11-20-2013,11-20-2013,12898,"$4,554.04"
West Bank Soccer Complex (Brechtel Park),Sizeler Thompson Brown Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-07-2013,11-11-2013,11-12-2013,11-13-2013,11-13-2013,11-20-2013,11-20-2013,12902,"$17,398.39"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Express Pay/City,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,11-05-2013,11-10-2013,11-13-2013,12-18-2013,12-18-2013,12-18-2013,12-18-2013,12884,"$122,165.25"
St. Roch Market,Recorder of Mortgages,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-01-2013,11-05-2013,11-05-2013,11-05-2013,11-08-2013,11-11-2013,11-11-2013,11-19-2013,11-19-2013,12915,$125
St. Roch Market,Clerk of Civil District Court,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-01-2013,11-05-2013,11-05-2013,11-05-2013,11-05-2013,11-11-2013,11-11-2013,11-19-2013,11-19-2013,12916,$65
Cemeteries Phase I A - Site Improvements,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-15-2013,10-31-2013,11-04-2013,11-11-2013,11-12-2013,11-13-2013,11-13-2013,11-19-2013,11-19-2013,12867,"$2,265.61"
Cemeteries Phase I A - Site Improvements,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-15-2013,07-29-2013,11-04-2013,11-11-2013,11-12-2013,11-13-2013,11-13-2013,11-19-2013,11-19-2013,12868,"$2,832.01"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2013,11-01-2013,11-04-2013,11-06-2013,11-06-2013,11-11-2013,11-11-2013,11-19-2013,11-19-2013,12870,"$11,649.55"
Hurricane Isaac NOMA Warehouse,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-28-2013,10-28-2013,11-01-2013,11-04-2013,11-05-2013,11-06-2013,11-06-2013,11-07-2013,11-07-2013,12817,"$43,357.15"
New Orleans Museum of Art Storage Warehouse (Rendon St.),FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-28-2013,10-28-2013,11-01-2013,11-04-2013,11-05-2013,11-06-2013,11-06-2013,11-07-2013,11-07-2013,12818,"$21,061.92"
New Orleans Museum of Art Storage Warehouse (Rendon St.),FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-28-2013,10-28-2013,11-01-2013,11-04-2013,11-05-2013,11-06-2013,11-06-2013,11-07-2013,11-07-2013,12819,"$52,428.51"
Latter Library Renovations,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-25-2013,10-30-2013,10-31-2013,10-31-2013,11-05-2013,11-06-2013,11-06-2013,11-07-2013,11-07-2013,12805,"$25,945.5"
Cemeteries Phase I A - Site Improvements,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2013,10-30-2013,10-31-2013,11-11-2013,11-12-2013,11-13-2013,11-13-2013,11-19-2013,11-19-2013,12806,"$12,828.96"
NOPD Temporary Police Stables,Commander Corporation,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2013,10-31-2013,10-31-2013,11-01-2013,11-04-2013,11-05-2013,11-05-2013,11-07-2013,11-07-2013,12807,"$29,816.52"
One Stop Shop,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-28-2013,10-28-2013,10-30-2013,11-21-2013,12-04-2013,12-06-2013,12-06-2013,12-10-2013,12-10-2013,12764,"$8,862.56"
Louis Armstrong Park (Phase 3),"Hamilton Anderson Associates, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-31-2010,04-15-2010,05-04-2010,05-04-2010,05-04-2010,05-06-2010,05-10-2010,06-01-2010,06-01-2010,2759,"$8,971.88"
Citywide Fencing,Hamps Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,05-04-2010,05-04-2010,05-05-2010,05-05-2010,05-17-2010,05-20-2010,05-20-2010,06-03-2010,06-08-2010,826,"$46,337.2"
Mahalia Jackson Theater of the Performing Arts,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-10-2009,12-10-2009,05-06-2010,05-06-2010,05-10-2010,05-11-2010,05-11-2010,06-01-2010,06-02-2010,2537,"$1,110.33"
Mahalia Jackson Theater of the Performing Arts,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-07-2009,07-07-2009,05-06-2010,05-06-2010,05-10-2010,05-11-2010,05-11-2010,06-01-2010,06-02-2010,2536,"$6,775.76"
St. Bernard Center Locker Room Renovations,Wayne Troyer Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-19-2010,04-19-2010,05-06-2010,05-06-2010,05-10-2010,05-11-2010,05-11-2010,05-13-2010,05-18-2010,2402,"$13,808.7"
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-04-2010,01-04-2010,05-06-2010,05-06-2010,05-10-2010,05-11-2010,05-11-2010,06-01-2010,06-02-2010,1460,"$6,500"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,,04-08-2010,05-06-2010,05-06-2010,05-06-2010,05-07-2010,05-07-2010,05-12-2010,05-18-2010,1072,"$7,607"
Maria Goretti Playground,"A.M.E. Services, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-30-2010,04-30-2010,05-06-2010,05-06-2010,05-06-2010,05-10-2010,05-10-2010,05-12-2010,05-18-2010,984,"$8,270.04"
Maria Goretti Playground,"A.M.E. Services, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-30-2010,04-30-2010,05-06-2010,05-06-2010,05-06-2010,05-10-2010,05-10-2010,05-12-2010,05-18-2010,983,"$19,672.09"
Lyons Center,Wayne Troyer Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,,04-19-2010,05-06-2010,05-06-2010,05-10-2010,05-11-2010,05-11-2010,05-13-2010,05-18-2010,959,"$43,589.29"
City Hall Repairs & Sunk A/E Costs,ETI (Exceptional Temporaries Incorporated),General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,03-16-2010,03-16-2010,05-06-2010,05-06-2010,05-06-2010,05-10-2010,05-10-2010,05-12-2010,05-18-2010,278,"$16,976.95"
A.L. Davis Pool,BelouMagner Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-23-2010,04-23-2010,05-06-2010,05-06-2010,05-11-2010,05-12-2010,05-12-2010,05-26-2010,06-02-2010,11,"$112,157.52"
Pontchartrain Park Enhancements,"SCNZ Architects, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,,05-03-2010,05-07-2010,05-07-2010,05-11-2010,05-11-2010,05-11-2010,06-11-2010,06-17-2010,1939,$633.75
Civil Court Column Support (EP),"ThyssenKrupp Safeway, Inc",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-23-2010,04-23-2010,05-10-2010,05-10-2010,05-18-2010,05-19-2010,05-19-2010,05-19-2010,05-19-2010,336,"$1,016.2"
