Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,02-23-2011,02-23-2011,03-02-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6829,"$4,097.2"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,02-22-2011,02-22-2011,02-25-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6837,"$2,267.17"
Patching Repairs - City Park,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,02-22-2011,02-22-2011,02-25-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6849,"$6,089.75"
Patching Repairs - Navarre,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-08-2011,02-17-2011,03-09-2011,03-16-2011,03-18-2011,03-18-2011,03-21-2011,04-01-2011,04-04-2011,6682,"$81,833.5"
Patching Repairs - Navarre,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-28-2011,02-09-2011,02-17-2011,03-09-2011,04-20-2011,04-21-2011,04-21-2011,04-26-2011,04-28-2011,05-02-2011,7114,"$8,306.87"
Patching Repairs - Navarre,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-29-2010,01-07-2011,02-17-2011,03-09-2011,03-10-2011,03-11-2011,03-11-2011,03-15-2011,03-23-2011,03-28-2011,7829,$980.08
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,02-15-2011,02-16-2011,02-24-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6783,"$33,741.56"
Drain Point Repair Services,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-20-2010,01-12-2011,02-15-2011,02-25-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,7424,"$4,724.3"
Patching Repairs - Lake Terrace & Oaks,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-06-2011,01-07-2011,02-15-2011,02-22-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7616,"$1,137.94"
Patching Repairs - Lake Terrace & Oaks,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-06-2011,01-26-2011,02-15-2011,02-22-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7618,$356.52
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,02-04-2011,02-14-2011,02-14-2011,02-15-2011,02-17-2011,02-17-2011,02-21-2011,02-28-2011,03-07-2011,7722,"$13,761"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,02-04-2011,02-14-2011,02-14-2011,02-15-2011,02-17-2011,02-17-2011,02-21-2011,02-28-2011,03-07-2011,7723,"$35,613"
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2010,11-17-2010,02-11-2011,02-14-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6752,"$41,153.11"
Drain Point Repair Services,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-20-2010,12-16-2010,02-09-2011,02-24-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,7408,"$6,042.32"
Patching Repairs - Gentilly Terrace,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-02-2011,02-02-2011,02-02-2011,02-18-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7055,"$1,586.89"
Patching Repairs - Milneburg,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-02-2011,02-02-2011,02-02-2011,02-22-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-03-2011,03-14-2011,7060,"$2,349.8"
Patching Repairs - Milneburg,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,02-01-2011,02-02-2011,02-22-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-03-2011,03-14-2011,7097,"$11,122.39"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-20-2010,11-23-2010,02-02-2011,02-23-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,7559,"$245,964.29"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-20-2010,11-05-2010,02-02-2011,02-23-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,8014,"$49,179.22"
Patching Repairs - Gert Town/BW Cooper,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-07-2011,02-01-2011,02-03-2011,02-07-2011,02-07-2011,02-07-2011,02-09-2011,02-17-2011,02-22-2011,7101,"$3,863.78"
Patching Repairs - Desire Area,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-25-2011,01-31-2011,02-18-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,6929,"$1,600.74"
Patching Repairs - Dillard,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-25-2011,01-31-2011,02-07-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,6935,"$4,524.09"
Patching Repairs - Fairgrounds & Bayou St. John Neighborhoods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-09-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,6942,"$4,802.53"
Patching Repairs - Filmore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-09-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,6947,"$1,118.46"
Patching Repairs - Gentilly Terrace,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-14-2011,02-15-2011,02-17-2011,02-17-2011,02-21-2011,02-28-2011,03-07-2011,6955,"$7,927.97"
Patching Repairs - Gentilly Woods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-14-2011,02-15-2011,02-17-2011,02-17-2011,02-21-2011,02-28-2011,03-07-2011,6960,$766.23
Patching Repairs - Lake Terrace & Oaks,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-25-2011,01-31-2011,02-25-2011,03-02-2011,03-07-2011,03-07-2011,03-09-2011,03-16-2011,03-21-2011,6968,"$17,160.09"
Patching Repairs - Ponchartrain Park,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-25-2011,01-31-2011,02-17-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,6973,"$1,641.24"
Patching Repairs - St. Anthony,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,6978,"$1,782.92"
Patching Repairs - St. Bernard Area,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-25-2011,01-31-2011,02-17-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,6984,"$1,320.43"
Patching Repairs - Desire Area,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-18-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,6991,$845.97
Patching Repairs - Dillard,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,6999,"$1,193.39"
Patching Repairs - Fairgrounds & Bayou St. John Neighborhoods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-03-2011,03-14-2011,7005,"$3,211.04"
Patching Repairs - Filmore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7012,"$1,170.81"
Patching Repairs - Gentilly Terrace,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7018,"$4,076.66"
Patching Repairs - Gentilly Woods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-18-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7024,"$1,969.81"
Patching Repairs - Ponchartrain Park,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-18-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7037,"$1,995.52"
Patching Repairs - St. Anthony,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-18-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7043,"$1,262.48"
Patching Repairs - St. Bernard Area,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2011,01-27-2011,01-31-2011,02-18-2011,03-09-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,7049,"$1,119.39"
Patching Repairs - Desire Area,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-18-2011,01-31-2011,02-07-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,7059,"$2,093.41"
Patching Repairs - Dillard,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-07-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,7064,"$9,519.22"
Patching Repairs - Fairgrounds & Bayou St. John Neighborhoods,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-09-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,7069,"$13,125.23"
Patching Repairs - Filmore,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-09-2011,02-09-2011,02-11-2011,02-14-2011,02-16-2011,02-22-2011,02-28-2011,7072,"$3,088.48"
Patching Repairs - Gentilly Terrace,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-14-2011,02-15-2011,02-17-2011,02-18-2011,02-21-2011,02-28-2011,03-07-2011,7075,"$27,305.71"
Patching Repairs - Gentilly Woods,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-14-2011,02-15-2011,02-17-2011,02-17-2011,02-21-2011,02-28-2011,03-07-2011,7078,"$1,638.5"
Patching Repairs - Lake Terrace & Oaks,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7082,"$112,712.51"
Patching Repairs - Ponchartrain Park,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-25-2011,03-01-2011,03-04-2011,03-14-2011,7087,"$3,847.55"
Patching Repairs - St. Anthony,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-24-2011,03-01-2011,03-04-2011,03-14-2011,7092,"$6,149.69"
Patching Repairs - St. Bernard Area,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-11-2011,01-19-2011,01-31-2011,02-17-2011,02-22-2011,02-24-2011,02-25-2011,03-01-2011,03-04-2011,03-14-2011,7094,"$1,452.34"
Municipal Yacht Harbor Breakwater Drive,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,01-31-2011,01-31-2011,03-15-2011,03-17-2011,03-21-2011,03-21-2011,03-22-2011,04-01-2011,04-05-2011,19602,"$3,451.68"
Municipal Yacht Harbor Fishing Pier and Public Restrooms + Site Improvements,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,01-31-2011,01-31-2011,03-15-2011,03-17-2011,03-21-2011,03-21-2011,03-22-2011,04-01-2011,04-05-2011,19603,"$6,348.35"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-15-2011,01-21-2011,01-25-2011,01-25-2011,01-26-2011,01-31-2011,02-01-2011,02-03-2011,02-11-2011,02-14-2011,8080,"$20,062.5"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-15-2011,01-21-2011,01-25-2011,01-25-2011,01-26-2011,01-31-2011,02-01-2011,02-03-2011,02-11-2011,02-14-2011,8081,"$39,442"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2010,11-17-2010,01-19-2011,02-14-2011,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,6744,"$26,496.55"
Patching Repairs - Lakeview,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-14-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7432,"$1,596.06"
Patching Repairs - Marlyville & Fontainebleau,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-14-2011,01-19-2011,01-28-2011,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7433,"$47,330.58"
Patching Repairs - Pines Village,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,11-05-2010,01-19-2011,01-24-2011,01-26-2011,01-31-2011,02-01-2011,02-03-2011,02-11-2011,02-14-2011,7534,"$1,800"
Patching Repairs - City Park,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,01-05-2011,01-19-2011,01-24-2011,01-26-2011,01-31-2011,02-01-2011,02-03-2011,02-11-2011,02-14-2011,7535,$239.25
Patching Repairs - City Park,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,01-05-2011,01-19-2011,01-24-2011,01-26-2011,01-31-2011,02-01-2011,02-03-2011,02-11-2011,02-14-2011,7541,"$5,553.98"
Patching Repairs - Marlyville & Fontainebleau,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-13-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7542,"$386,997.9"
Patching Repairs - Marlyville & Fontainebleau,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-07-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-07-2011,02-09-2011,02-17-2011,02-22-2011,7586,"$1,537.03"
Patching Repairs - Lower Ninth Ward,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-07-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-07-2011,02-09-2011,02-17-2011,02-22-2011,7869,"$3,610.63"
Patching Repairs - Lower Ninth Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-10-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7972,"$36,203.35"
Patching Repairs - Holy Cross,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-10-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7973,"$1,036.36"
Patching Repairs - St. Claude,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-10-2011,01-19-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7974,$244.68
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-15-2010,11-19-2010,01-18-2011,01-18-2011,01-19-2011,01-21-2011,01-21-2011,01-26-2011,02-01-2011,02-08-2011,8070,"$17,880"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-15-2010,11-19-2010,01-18-2011,01-18-2011,01-19-2011,01-21-2011,01-21-2011,01-26-2011,02-01-2011,02-08-2011,8071,"$25,199"
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,01-07-2011,01-14-2011,01-28-2011,02-02-2011,02-04-2011,02-04-2011,02-09-2011,02-17-2011,02-22-2011,7103,"$5,140.71"
