Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Milne Boys Home Phase I & II (NORD Build-out),Waggonner & Ball Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-19-2012,06-19-2012,06-19-2012,07-05-2012,07-05-2012,07-05-2012,07-05-2012,07-06-2012,07-11-2012,07-17-2012,8756,"$235,511.83"
Mosquito Control Administration Building Design-Build,Woodward Design Build,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,05-17-2012,06-15-2012,06-18-2012,06-18-2012,06-19-2012,06-19-2012,06-21-2012,06-29-2012,07-03-2012,8665,"$6,065"
"Joe W. Brown Park Lighting, Ball Fields, Shelters","Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-08-2012,06-11-2012,06-15-2012,10-29-2012,10-29-2012,10-29-2012,10-29-2012,10-31-2012,11-08-2012,11-13-2012,9822,"$1,113.46"
Behrman Park Phase II - Gym,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,06-01-2012,06-14-2012,06-15-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8638,"$16,714.39"
Behrman Park Phase II - Gym,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2012,06-01-2012,06-14-2012,06-15-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8639,"$2,110.65"
Behrman Park Phase II - Gym,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,06-01-2012,06-14-2012,06-15-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8640,"$3,461.06"
Parks & Parkways Phase III - Multiple Buildings,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-01-2012,06-01-2012,06-14-2012,06-15-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8643,"$61,488.15"
Municipal Yacht Harbor Administration Building Katrina Repairs,Precision Construction and Maintenance,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,06-12-2012,06-14-2012,06-25-2012,06-27-2012,06-29-2012,06-29-2012,07-03-2012,07-06-2012,07-09-2012,8651,"$50,591.04"
Joe W. Brown Center,"Bailey & Associates Architects, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-01-2012,06-01-2012,06-12-2012,06-13-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8625,"$80,335.37"
Oliver Bush Playground,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2012,05-30-2012,06-11-2012,06-13-2012,06-13-2012,06-14-2012,06-14-2012,06-19-2012,06-20-2012,07-03-2012,8620,"$316,882.85"
Wesley Barrow Stadium,"SCNZ Architects, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-06-2012,06-06-2012,06-11-2012,06-11-2012,06-14-2012,06-19-2012,06-19-2012,06-21-2012,06-29-2012,07-03-2012,8622,"$14,880.29"
Behrman Park Phase I - Football Stadium Repairs,"Bailey & Associates Architects, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-01-2012,06-01-2012,06-06-2012,06-08-2012,06-11-2012,06-12-2012,06-12-2012,06-15-2012,06-21-2012,06-25-2012,8618,"$5,674.31"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,05-31-2012,06-05-2012,06-07-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8591,"$47,851.09"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-27-2012,05-10-2012,06-05-2012,06-11-2012,06-14-2012,06-14-2012,06-14-2012,06-19-2012,06-29-2012,07-03-2012,8650,"$441,976.24"
Wesley Barrow Stadium,Ryan Gootee General Contractors,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,05-31-2012,06-04-2012,06-05-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8583,"$743,159.62"
Behrman Park Phase II - Gym,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-23-2012,05-23-2012,06-01-2012,06-11-2012,06-13-2012,06-14-2012,06-14-2012,06-19-2012,06-29-2012,07-03-2012,8576,"$2,337"
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-29-2012,05-29-2012,06-01-2012,06-04-2012,06-13-2012,06-14-2012,06-14-2012,06-19-2012,06-29-2012,07-03-2012,8578,"$34,298.75"
PDU Software & Business Applications,Intuit,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2012,05-25-2012,06-01-2012,06-21-2012,07-18-2012,07-18-2012,07-19-2012,07-24-2012,07-27-2012,07-30-2012,8852,"$13,500"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-29-2012,05-29-2012,05-31-2012,06-04-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8573,"$48,787.4"
NOFD Engine 31 Alba Rd.,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-29-2012,05-29-2012,05-31-2012,06-04-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8574,"$2,664.69"
Rosenwald Center Phase I - Gymnasium & Grounds,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2012,05-25-2012,05-30-2012,07-13-2012,07-13-2012,07-16-2012,07-16-2012,07-18-2012,07-26-2012,07-30-2012,8551,"$71,872.05"
Behrman Park Phase II - Gym,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2012,05-30-2012,05-30-2012,05-30-2012,06-01-2012,06-01-2012,06-01-2012,06-08-2012,06-13-2012,06-18-2012,8561,"$1,176.14"
Parks & Parkways Phase III - Multiple Buildings,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2012,05-30-2012,05-30-2012,05-30-2012,06-01-2012,06-01-2012,06-01-2012,06-08-2012,06-13-2012,06-18-2012,8562,"$3,616.95"
Oliver Bush Playground,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-22-2012,05-23-2012,05-24-2012,05-29-2012,05-29-2012,05-30-2012,06-06-2012,06-11-2012,8515,"$340,503.75"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-17-2012,04-17-2012,05-21-2012,05-31-2012,05-31-2012,05-31-2012,05-31-2012,06-05-2012,06-07-2012,06-11-2012,8571,"$256,953.62"
"Joe W. Brown Park Lighting, Ball Fields, Shelters",FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-18-2012,05-18-2012,06-05-2012,06-06-2012,06-06-2012,06-08-2012,06-15-2012,06-18-2012,8503,"$649,381.08"
"NORD High Mast Lighting Group 5 (Daneel, Dauphine, FP Jackson & Larry Gilbert Playgrounds)",Frischhertz Electric Company,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2012,05-17-2012,05-17-2012,05-22-2012,05-23-2012,05-23-2012,05-23-2012,05-24-2012,05-31-2012,06-04-2012,8495,"$11,497.5"
St. Roch Market,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-11-2012,05-11-2012,05-17-2012,05-22-2012,05-24-2012,05-29-2012,05-29-2012,05-30-2012,06-07-2012,06-11-2012,8497,"$19,282.05"
Behrman Park Phase II - Gym,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,05-01-2012,05-17-2012,05-17-2012,05-18-2012,05-22-2012,05-22-2012,05-23-2012,05-29-2012,06-04-2012,8504,"$18,995.9"
Municipal Yacht Harbor Administration Building Katrina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-17-2012,05-21-2012,05-23-2012,05-29-2012,05-29-2012,05-30-2012,06-06-2012,06-11-2012,8530,"$1,902.24"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","Perez, APC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-17-2012,05-17-2012,05-17-2012,05-17-2012,06-06-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8607,"$18,000"
Municipal Yacht Harbor Marina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2012,02-29-2012,05-16-2012,05-18-2012,06-11-2012,06-12-2012,06-12-2012,06-15-2012,06-21-2012,06-25-2012,8610,$358.75
Municipal Yacht Harbor Marina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2012,02-29-2012,05-16-2012,05-18-2012,06-11-2012,06-12-2012,06-12-2012,06-15-2012,06-21-2012,06-25-2012,8611,$977.5
Municipal Yacht Harbor Marina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2012,03-31-2012,05-16-2012,05-18-2012,06-11-2012,06-12-2012,06-12-2012,06-15-2012,06-21-2012,06-25-2012,8612,$542.5
New Orleans Juvenile Justice Center (Youth Study Center),"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-10-2012,05-10-2012,05-15-2012,05-23-2012,05-24-2012,05-29-2012,05-29-2012,05-30-2012,06-07-2012,06-11-2012,8485,"$41,773.14"
Joe W. Brown Center,FHP Tectonics Corp.,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-01-2012,05-01-2012,05-15-2012,05-15-2012,05-17-2012,05-30-2012,05-30-2012,06-01-2012,06-07-2012,06-11-2012,8486,"$577,125"
NOPD Fifth District Police Station,Imre Hegedus and Associated Architects,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-09-2012,05-09-2012,05-14-2012,05-15-2012,05-17-2012,05-21-2012,05-21-2012,05-23-2012,05-29-2012,06-04-2012,8477,"$29,827"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,05-09-2012,05-14-2012,05-15-2012,05-18-2012,05-22-2012,05-22-2012,05-23-2012,05-29-2012,06-04-2012,8510,"$4,638.85"
Rosa Keller (Broadmoor) Library,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-11-2012,05-24-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8454,"$60,427.36"
"Joe W. Brown Park Lighting, Ball Fields, Shelters","Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-27-2012,05-01-2012,05-11-2012,10-29-2012,10-29-2012,10-30-2012,10-30-2012,10-31-2012,11-08-2012,11-13-2012,9821,"$4,759.35"
St. Roch Market,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-04-2012,05-04-2012,05-10-2012,05-11-2012,05-14-2012,05-15-2012,05-15-2012,05-16-2012,05-24-2012,05-31-2012,8435,"$12,636.76"
Wesley Barrow Stadium,"SCNZ Architects, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-07-2012,05-07-2012,05-10-2012,05-11-2012,05-14-2012,05-15-2012,05-15-2012,05-16-2012,05-24-2012,05-31-2012,8436,"$6,377.26"
Sanchez (Copelin-Byrd) Center,"Perez, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-07-2012,05-07-2012,05-10-2012,05-15-2012,05-18-2012,05-22-2012,05-22-2012,05-23-2012,05-29-2012,06-04-2012,8437,"$170,175.42"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-07-2012,05-07-2012,05-10-2012,05-15-2012,06-01-2012,06-01-2012,06-01-2012,06-08-2012,06-13-2012,06-18-2012,8439,"$271,517.69"
Municipal Yacht Harbor Administration Building Katrina Repairs,Precision Construction and Maintenance,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-25-2012,05-08-2012,05-08-2012,05-08-2012,05-10-2012,05-10-2012,05-10-2012,05-11-2012,05-17-2012,05-31-2012,8433,"$64,006.25"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-30-2012,04-09-2012,05-08-2012,05-08-2012,05-15-2012,05-17-2012,05-17-2012,05-23-2012,06-01-2012,06-04-2012,8457,"$608,653.1"
"Allie Mae Williams Multi-Service Center Phase I (Bldg B, D, E)","Crescent Commercial Construction, LLC",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-07-2012,05-07-2012,05-07-2012,05-12-2012,05-24-2012,05-29-2012,05-29-2012,05-30-2012,06-06-2012,06-11-2012,8531,"$79,431.3"
"Allie Mae Williams Multi-Service Center Phase II (Bldg A,C Demolition)",Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-04-2012,05-07-2012,05-10-2012,05-10-2012,05-10-2012,05-11-2012,05-18-2012,05-31-2012,8397,"$3,264.56"
Behrman Park Phase II - Gym,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-04-2012,06-05-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8399,$116.85
Behrman Park Phase II - Gym,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-04-2012,06-05-2012,06-05-2012,06-07-2012,06-07-2012,06-12-2012,06-14-2012,06-18-2012,8400,$173.05
New Orleans Juvenile Justice Center (Youth Study Center),Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-28-2011,12-28-2011,05-02-2012,05-03-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8372,$690.27
New Orleans Juvenile Justice Center (Youth Study Center),Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-28-2011,12-28-2011,05-02-2012,05-03-2012,06-15-2012,06-15-2012,06-15-2012,06-19-2012,06-29-2012,07-03-2012,8373,$151.39
St. Roch Market,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-28-2011,12-28-2011,05-02-2012,05-03-2012,05-08-2012,05-10-2012,05-10-2012,05-11-2012,05-18-2012,05-31-2012,8377,"$5,837.13"
Municipal Yacht Harbor Administration Building Katrina Repairs,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-28-2011,12-28-2011,05-02-2012,05-07-2012,05-10-2012,05-10-2012,05-10-2012,05-11-2012,05-18-2012,05-31-2012,8380,"$2,059.72"
Wesley Barrow Stadium,Ryan Gootee General Contractors,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-02-2012,05-04-2012,05-14-2012,05-15-2012,05-15-2012,05-16-2012,05-24-2012,05-31-2012,8381,"$328,718.72"
Oliver Bush Playground,"VergesRome Architects, APAC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-26-2012,03-26-2012,05-02-2012,05-02-2012,05-08-2012,05-10-2012,05-10-2012,05-11-2012,05-18-2012,05-31-2012,8383,"$4,570.07"
PDU Software & Business Applications,Oracle Corporation,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-18-2012,04-18-2012,05-02-2012,05-02-2012,06-06-2012,06-12-2012,06-12-2012,06-15-2012,06-21-2012,06-25-2012,8548,$616.44
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,05-01-2012,05-03-2012,05-03-2012,05-04-2012,05-04-2012,05-07-2012,05-11-2012,05-14-2012,8368,"$408,238.6"
Latter Library HVAC Repairs,Concordia Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-18-2012,04-18-2012,04-26-2012,04-26-2012,04-26-2012,04-27-2012,04-27-2012,05-01-2012,05-03-2012,05-07-2012,8315,"$2,001.96"
Wisner Playground Dog Park,"HMS Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2012,02-29-2012,04-26-2012,05-06-2012,05-17-2012,05-17-2012,05-29-2012,05-30-2012,06-06-2012,06-11-2012,9286,"$3,750"
Carrollton Hollygrove Senior Center,In-Site Developments LLC,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-17-2012,04-17-2012,04-25-2012,04-26-2012,04-26-2012,04-27-2012,04-27-2012,05-01-2012,05-03-2012,05-07-2012,8309,"$24,562.73"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","Perez, APC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-19-2012,03-19-2012,04-23-2012,04-23-2012,04-25-2012,04-27-2012,04-27-2012,05-01-2012,05-03-2012,05-07-2012,8333,"$72,229.27"
"NORD High Mast Lighting Group 5 (Daneel, Dauphine, FP Jackson & Larry Gilbert Playgrounds)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,04-23-2012,05-12-2012,05-31-2012,06-05-2012,06-05-2012,06-05-2012,06-05-2012,06-18-2012,9202,"$2,250"
"NORD High Mast Lighting Group 5 (Daneel, Dauphine, FP Jackson & Larry Gilbert Playgrounds)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,04-30-2012,04-23-2012,05-12-2012,05-31-2012,05-31-2012,05-31-2012,06-05-2012,06-05-2012,06-05-2012,9203,"$4,050"
Municipal Yacht Harbor Administration Building Katrina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2012,03-31-2012,04-19-2012,04-23-2012,05-02-2012,05-04-2012,05-04-2012,05-07-2012,05-11-2012,05-14-2012,8276,"$2,377.81"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-17-2012,04-17-2012,04-19-2012,04-24-2012,04-25-2012,04-26-2012,04-26-2012,04-27-2012,05-04-2012,05-07-2012,8278,"$3,744.79"
"Parks & Parkways Phase II - Maintenance Buildings A, B & C",FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-17-2012,04-17-2012,04-19-2012,04-24-2012,04-25-2012,04-26-2012,04-26-2012,04-27-2012,05-11-2012,05-14-2012,8279,"$33,564.37"
Stallings St. Claude Community Center,"Lee Ledbetter & Associates, APC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-18-2012,04-18-2012,04-19-2012,04-26-2012,04-26-2012,04-27-2012,04-27-2012,05-01-2012,05-03-2012,05-07-2012,8280,"$127,183.35"
