"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"8918",101130,"2136377155","0377-0000-0000-000-02A500","mayor's office - other",2013-09-23,NA,2013-10-11,2013-10-17,"The Printer's Wholesale Group Inc.",936,5,24,2013 Q4,1,0,0,1,0,0,0,0
"8919",101131,"2310371389","0001-0230-2310-200-213040","law",2013-10-01,NA,2013-10-07,2013-10-17,"Thomson West",616.29,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8920",101132,"6252377269","0001-0000-0000-000-02A500","parks & parkways",2013-09-30,NA,2013-10-11,2013-10-17,"Richard's Disposal, Inc.",121.24,5,17,2013 Q4,1,0,0,1,0,0,0,0
"8921",101133,"2601376425","0001-0000-0000-000-02A500","safety & permits",2013-09-23,NA,2013-10-07,2013-10-17,"International Code Council, Inc.",449.9,9,24,2013 Q4,0,1,0,1,0,0,0,0
"8922",101134,"6251371950","0001-0000-0000-000-02A500","parks & parkways",2013-10-01,NA,2013-10-11,2013-10-17,"cox communications Inc",42.94,5,16,2013 Q4,1,0,0,1,0,0,0,0
"8923",101135,"6243377264","0001-0000-0000-000-02A500","parks & parkways",2013-09-03,NA,2013-10-11,2013-10-17,"Bonnet Weed Control, Inc.",700,5,44,2013 Q4,1,0,0,0,1,0,0,0
"8924",101136,"6251377093","0001-0000-0000-000-02A500","parks & parkways",2013-09-26,NA,2013-10-11,2013-10-17,"Community Coffee, LLC",65.4,5,21,2013 Q4,1,0,0,1,0,0,0,0
"8925",101137,"5001313271","0001-0000-0000-000-02A500","public works",2013-09-26,NA,2013-10-07,2013-10-17,"Richard Scheirman",190,9,21,2013 Q4,0,1,0,1,0,0,0,0
"8926",101138,"7241375763","0001-0000-0000-000-02A500","municipal grants",2013-10-09,NA,2013-10-10,2013-10-17,"Louisiana SPCA",153870,6,8,2013 Q4,1,0,0,1,0,0,0,0
"8927",101139,"5001375929","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Offices of Darrell Brown",4672.5,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8928",101140,"5001376056","0001-0000-0000-000-02A500","public works",2013-09-30,NA,2013-10-10,2013-10-17,"Melvin N. Cade, Attorney at Law",4432.5,6,17,2013 Q4,1,0,0,1,0,0,0,0
"8929",101141,"5001375925","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Kara Williams",5520,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8930",101142,"6261377025","0001-0000-0000-000-02A500","parks & parkways",2013-10-02,NA,2013-10-07,2013-10-17,"Murphy Construction",237.5,9,15,2013 Q4,0,1,0,1,0,0,0,0
"8931",101143,"2010377027","0001-0000-0000-000-02A500","council",2013-10-01,NA,2013-10-07,2013-10-17,"Uptown Carwash & X-Press Lube",389.38,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8932",101146,"8751377199","0001-0000-0000-000-02A500","registrar of voters",2013-10-10,NA,2013-10-10,2013-10-17,"Paychex, Inc.",303.73,6,7,2013 Q4,1,0,0,1,0,0,0,0
"8933",101147,"6301376990","0691-0000-0000-000-03A720","library",2013-09-27,NA,2013-10-09,2013-10-17,"Civic  Center Site Dervelopment, LLC dba - Holiday  Inn Downtown",24,7,20,2013 Q4,1,0,0,1,0,0,0,0
"8934",101148,"2740376682","0001-0000-0000-000-02A500","police",2013-10-08,NA,2013-10-07,2013-10-17,"Mobile Mini, Inc",212,9,9,2013 Q4,0,1,0,1,0,0,0,0
"8935",101149,"2010377047","0001-0000-0000-000-02A500","council",2013-10-01,NA,2013-10-07,2013-10-17,"Standard Parking",630,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8936",101150,"6231377045","0001-0000-0000-000-02A500","parks & parkways",2013-08-31,NA,2013-10-07,2013-10-17,"Global International Resources, Inc. d.b.a Innovative Risk Manag",19,9,47,2013 Q4,0,1,0,0,1,0,0,0
"8937",101152,"4511313292","0001-0000-0000-000-02A500","property mgmt",2013-10-03,NA,2013-10-15,2013-10-17,"Elsie Cobb-Wright",28,3,14,2013 Q4,1,0,0,1,0,0,0,0
"8938",101153,"7003377107","0001-0000-0000-000-02A500","nordc",2013-08-31,NA,2013-10-10,2013-10-17,"Ramelli Janitorial Service, Inc.",6150.73,6,47,2013 Q4,1,0,0,0,1,0,0,0
"8939",101154,"6261377100","0001-0000-0000-000-02A500","parks & parkways",2013-10-16,NA,2013-10-07,2013-10-17,"WJE LLC",1475.73,9,1,2013 Q4,0,1,0,1,0,0,0,0
"8940",101155,"4001377359","0001-0000-0000-000-02A500","finance",2009-12-31,NA,2013-10-15,2013-10-17,"Hagerty Consulting Inc",44029.56,3,1386,2013 Q4,1,0,0,0,0,0,0,1
"8941",101156,"4031369532","0001-0000-0000-000-02A500","revenue",2013-09-25,NA,2013-10-11,2013-10-17,"ABBOTT ENTERPRISES, LLC D",4674.05,5,22,2013 Q4,1,0,0,1,0,0,0,0
"8942",101157,"7003377150","0001-0000-0000-000-02A500","nordc",2013-07-01,NA,2013-10-15,2013-10-17,"AlgiersEconomic Development Foundation",10000,3,108,2013 Q4,1,0,0,0,0,0,1,0
"8943",101158,"2060376752","0001-0000-0000-000-02A500","council",2013-10-08,NA,2013-10-11,2013-10-17,"HGI Catastrophe Services, L.L.C.",210600,5,9,2013 Q4,1,0,0,1,0,0,0,0
"8944",101159,"5001375945","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"AUZENNE & ASSOCIATES, LLC",3870,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8945",101160,"6301377134","0691-0000-0000-000-03A720","library",2013-09-26,NA,2013-10-09,2013-10-17,"OverDrive, Inc",95,7,21,2013 Q4,1,0,0,1,0,0,0,0
"8946",101161,"6301377012","0691-0630-6301-200-212050","library",2013-05-08,NA,2013-10-09,2013-10-17,"Lyrasis",1625,7,162,2013 Q4,1,0,0,0,0,0,0,1
"8947",101162,"2215377130","0001-0000-0000-000-02A500","cao",2013-09-30,NA,2013-10-09,2013-10-17,"Concentra Medical Centers",15,7,17,2013 Q4,1,0,0,1,0,0,0,0
"8948",101163,"5001376657","0001-0000-0000-000-02A500","public works",2013-09-25,NA,2013-10-07,2013-10-17,"All Star Electric Inc.",91.66,9,22,2013 Q4,0,1,0,1,0,0,0,0
"8949",101164,"6301313268","0691-0000-0000-000-03A720","library",2013-05-16,NA,2013-10-09,2013-10-17,"Michel Thompson - Petty Cash New Orleans Public Library",60,7,154,2013 Q4,1,0,0,0,0,0,0,1
"8950",101165,"7004377226","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-15,2013-10-17,"Kenneth Goodman",120,3,32,2013 Q4,1,0,0,0,1,0,0,0
"8951",101166,"2740313270","0001-0000-0000-000-02A500","police",2013-10-11,NA,2013-10-14,2013-10-17,"Kirk Bouyelas",100,4,6,2013 Q4,1,0,0,1,0,0,0,0
"8952",101167,"2101377135","0001-0000-0000-000-02A500","mayor's office - core",2013-09-17,NA,2013-10-11,2013-10-17,"The Catering Connection Unlimited, Inc",300,5,30,2013 Q4,1,0,0,1,0,0,0,0
"8953",101168,"2150313281","0001-0000-0000-000-02A500","mayor's office - core",2013-09-30,NA,2013-10-11,2013-10-17,"Tyronne Walker",65.04,5,17,2013 Q4,1,0,0,1,0,0,0,0
"8954",101169,"2101313289","0001-0000-0000-000-02A500","mayor's office - core",2013-07-17,NA,2013-10-11,2013-10-17,"Brooke Smith",321.37,5,92,2013 Q4,1,0,0,0,0,0,1,0
"8955",101170,"7004377247","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-15,2013-10-17,"Jeffery Griffin",480,3,32,2013 Q4,1,0,0,0,1,0,0,0
"8956",101171,"2740313295","0001-0000-0000-000-02A500","police",2013-02-25,NA,2013-10-14,2013-10-17,"RICHARD CHAMBERS",42.64,4,234,2013 Q4,1,0,0,0,0,0,0,1
"8957",101172,"2739371375","0001-0000-0000-000-02A500","police",2013-09-25,NA,2013-10-07,2013-10-17,"Allison D Barca, D.V.M.",4641,9,22,2013 Q4,0,1,0,1,0,0,0,0
"8958",101173,"5001375928","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Lee Phillips",3645,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8959",101174,"2740313287","0001-0000-0000-000-02A500","police",2013-09-26,NA,2013-10-15,2013-10-17,"Ronal W. Serpas",40,3,21,2013 Q4,1,0,0,1,0,0,0,0
"8960",101175,"3871371859","0001-0000-0000-000-02A500","youth study center",2013-03-04,NA,2013-10-07,2013-10-17,"JKM Training, Inc.",11045.01,9,227,2013 Q4,0,1,0,0,0,0,0,1
"8961",101176,"7004377245","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-15,2013-10-17,"Dwayne K. Washington",390,3,32,2013 Q4,1,0,0,0,1,0,0,0
"8962",101177,"6301376894","0691-0000-0000-000-03A720","library",2013-10-04,NA,2013-10-09,2013-10-17,"Discount School Supply",942.67,7,13,2013 Q4,1,0,0,1,0,0,0,0
"8963",101178,"5001375930","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Law office of Errol B. Conley",1012.5,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8964",101179,"6251377094","0001-0000-0000-000-02A500","parks & parkways",2013-08-30,NA,2013-10-11,2013-10-17,"Acushnet Company",260.84,5,48,2013 Q4,1,0,0,0,1,0,0,0
"8965",101180,"3042377182","0001-0000-0000-000-02A500","sanitation",2013-09-30,NA,2013-10-15,2013-10-17,"SURETEMPS, LLC.",351.9,3,17,2013 Q4,1,0,0,1,0,0,0,0
"8966",101181,"5001375943","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-10,2013-10-17,"Ramona D. Washington ESQ",4515,6,14,2013 Q4,1,0,0,1,0,0,0,0
"8967",101182,"4051257640","0001-0000-0000-000-02A500","police",2013-09-19,NA,2013-10-14,2013-10-17,"Independent Stationers",768,4,28,2013 Q4,1,0,0,1,0,0,0,0
"8968",101183,"6251375241","0001-0000-0000-000-02A500","parks & parkways",2013-10-02,NA,2013-10-11,2013-10-17,"lcd enterprise 1, llc dba the sandwich man",48.24,5,15,2013 Q4,1,0,0,1,0,0,0,0
"8969",101184,"6251377259","0001-0000-0000-000-02A500","parks & parkways",2013-09-30,NA,2013-10-07,2013-10-17,"Agromax LLC",272,9,17,2013 Q4,0,1,0,1,0,0,0,0
"8970",101185,"6251377024","0001-0000-0000-000-02A500","parks & parkways",2013-10-01,NA,2013-10-07,2013-10-17,"Flurry's Turf Supply, LLC",540,9,16,2013 Q4,0,1,0,1,0,0,0,0
"8971",101186,"2234376040","0001-0000-0000-000-02A500","iti",2013-10-01,NA,2013-10-09,2013-10-17,"Netelligent Corporation",2304.23,7,16,2013 Q4,1,0,0,1,0,0,0,0
"8972",101187,"7004377227","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-15,2013-10-17,"Brian Sennett Jr.",120,3,25,2013 Q4,1,0,0,1,0,0,0,0
"8973",101188,"7004377228","0001-0000-0000-000-02A500","nordc",2013-09-22,NA,2013-10-15,2013-10-17,"Donald Allen Sr.",120,3,25,2013 Q4,1,0,0,1,0,0,0,0
"8974",101189,"6251377038","0001-0000-0000-000-02A500","parks & parkways",2013-09-19,NA,2013-10-07,2013-10-17,"Rolling Frito-Lay Sales LP",123.2,9,28,2013 Q4,0,1,0,1,0,0,0,0
"8975",101191,"6233377262","0001-0000-0000-000-02A500","parks & parkways",2013-10-01,NA,2013-10-16,2013-10-17,"Progressive Waste Solutions of La Inc",215.7,2,16,2013 Q4,1,0,0,1,0,0,0,0
"8976",101192,"8751377192","0001-0000-0000-000-02A500","registrar of voters",2012-09-03,NA,2013-10-11,2013-10-17,"Canon Solutions America Inc",188.2,5,409,2013 Q4,1,0,0,0,0,0,0,1
"8977",101193,"4041376899","0001-0000-0000-000-02A500","treasury",2013-09-26,NA,2013-10-10,2013-10-17,"Liberty Office Products",982.76,6,21,2013 Q4,1,0,0,1,0,0,0,0
"8978",101194,"4001377351","0001-0000-0000-000-02A500","finance",2011-11-07,NA,2013-10-07,2013-10-17,"New Orleans Grants Management Group",79138.52,9,710,2013 Q4,0,1,0,0,0,0,0,1
"8979",101195,"7004377218","0001-0000-0000-000-02A500","nordc",2013-09-09,NA,2013-10-15,2013-10-17,"william holmes",240,3,38,2013 Q4,1,0,0,0,1,0,0,0
"8980",101196,"7004377219","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-15,2013-10-17,"Denard Gilbert",240,3,32,2013 Q4,1,0,0,0,1,0,0,0
"8981",101197,"7004377225","0001-0000-0000-000-02A500","nordc",2013-09-15,NA,2013-10-15,2013-10-17,"Isiah Hill",405,3,32,2013 Q4,1,0,0,0,1,0,0,0
"8982",101198,"7004377242","0001-0000-0000-000-02A500","nordc",2013-09-29,NA,2013-10-15,2013-10-17,"Roland Brown",240,3,18,2013 Q4,1,0,0,1,0,0,0,0
"8983",101199,"7004377263","0001-0000-0000-000-02A500","nordc",2013-09-29,NA,2013-10-15,2013-10-17,"Stephen Howard",120,3,18,2013 Q4,1,0,0,1,0,0,0,0
"8984",101200,"6243377254","0001-0000-0000-000-02A500","parks & parkways",2013-10-07,NA,2013-10-15,2013-10-17,"Gomez Pine Straw LLC",550,3,10,2013 Q4,1,0,0,1,0,0,0,0
"8985",101201,"2020377026","0001-0000-0000-000-02A500","council",2013-03-29,NA,2013-10-11,2013-10-17,"Comprehensive Technical Group, LLC",650,5,202,2013 Q4,1,0,0,0,0,0,0,1
"8986",101202,"5001313272","0001-0000-0000-000-02A500","public works",2013-10-03,NA,2013-10-07,2013-10-17,"Tacie Rabalais",275,9,14,2013 Q4,0,1,0,1,0,0,0,0
"8987",101203,"6301377170","0691-0000-0000-000-03A720","library",2013-09-02,NA,2013-10-10,2013-10-17,"Heather Riley",116,6,45,2013 Q4,1,0,0,0,1,0,0,0
"8988",101214,"2136377469","0001-0000-0000-000-02A500","mayor's office - other",2013-07-04,NA,2013-10-17,2013-10-17,"New Orleans Convention Company, Inc",16211.22,1,105,2013 Q4,1,0,0,0,0,0,1,0
"8989",101215,"2136377471","0377-0000-0000-000-02A500","mayor's office - other",2013-06-24,NA,2013-10-17,2013-10-17,"Backbeat Foundation, Inc.",12895,1,115,2013 Q4,1,0,0,0,0,0,1,0
"8990",101216,"2136377467","0377-0000-0000-000-02A500","mayor's office - other",2013-09-20,NA,2013-10-17,2013-10-17,"Hypersoul LLc",5750,1,27,2013 Q4,1,0,0,1,0,0,0,0
"8991",101217,"2136377470","0001-0000-0000-000-02A500","mayor's office - other",2013-07-05,NA,2013-10-17,2013-10-17,"Fleur De Lis New Orleans Cuisine",15890,1,104,2013 Q4,1,0,0,0,0,0,1,0
"8992",101218,"2136377468","0001-0000-0000-000-02A500","mayor's office - other",2013-08-23,NA,2013-10-17,2013-10-17,"Kappa Designs LLC",10832,1,55,2013 Q4,1,0,0,0,1,0,0,0
"8993",101225,"8910377011","0200-0000-0000-000-03A720","aviation",2013-10-14,NA,2013-10-17,2013-10-22,"Carruth Brothers Lumber Company, Inc.",219,4,8,2013 Q4,1,0,0,1,0,0,0,0
"8994",101226,"7613376927","0242-0750-7613-200-212150","ocd",2013-09-18,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",500,5,34,2013 Q4,1,0,0,0,1,0,0,0
"8995",101227,"7613377346","0242-0750-7613-200-212150","ocd",2013-09-18,NA,2013-10-17,2013-10-22,"Clerk of Civil District Court of Orleans Parish",500,4,34,2013 Q4,1,0,0,0,1,0,0,0
"8996",101228,"7613377347","0242-0750-7613-200-212150","ocd",2013-09-10,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",500,5,42,2013 Q4,1,0,0,0,1,0,0,0
"8997",101229,"7613377348","0242-0750-7613-200-212150","ocd",2013-08-22,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",500,5,61,2013 Q4,1,0,0,0,0,1,0,0
"8998",101230,"7613377349","0242-0750-7613-200-212150","ocd",2013-07-16,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",318.5,5,98,2013 Q4,1,0,0,0,0,0,1,0
"8999",101231,"7613377350","0242-0750-7613-200-212150","ocd",2013-07-31,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",210.85,5,83,2013 Q4,1,0,0,0,0,1,0,0
"9000",101232,"7613377352","0242-0750-7613-200-212150","ocd",2013-07-23,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",126.98,5,91,2013 Q4,1,0,0,0,0,0,1,0
"9001",101233,"7613377353","0242-0750-7613-200-212150","ocd",2013-07-22,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",23,5,92,2013 Q4,1,0,0,0,0,0,1,0
"9002",101234,"7613377354","0242-0750-7613-200-212150","ocd",2013-07-22,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",46,5,92,2013 Q4,1,0,0,0,0,0,1,0
"9003",101235,"7613377355","0242-0750-7613-200-212150","ocd",2013-07-22,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",155.27,5,92,2013 Q4,1,0,0,0,0,0,1,0
"9004",101236,"7613377356","0242-0750-7613-200-212150","ocd",2013-07-22,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",179.59,5,92,2013 Q4,1,0,0,0,0,0,1,0
"9005",101237,"7613377357","0242-0750-7613-200-212150","ocd",2013-07-16,NA,2013-10-16,2013-10-22,"Clerk of Civil District Court of Orleans Parish",316.27,5,98,2013 Q4,1,0,0,0,0,0,1,0
"9006",101238,"8910372647","0200-0000-0000-000-03A720","aviation",2013-10-04,NA,2013-10-16,2013-10-22,"Cooper Crouse Hinds",400,5,18,2013 Q4,1,0,0,1,0,0,0,0
"9007",101239,"8910376888","0200-0000-0000-000-03A720","aviation",2013-10-15,NA,2013-10-17,2013-10-22,"Corporate Business Supplies, INC",468.1,4,7,2013 Q4,1,0,0,1,0,0,0,0
"9008",101240,"8910369359","0200-0000-0000-000-03A720","aviation",2013-09-30,NA,2013-10-16,2013-10-22,"Enmon Enterprises LLC. dba Jani-King of New Orleans",208333.33,5,22,2013 Q4,1,0,0,1,0,0,0,0
"9009",101241,"8910370969","0200-0000-0000-000-03A720","aviation",2013-10-09,NA,2013-10-15,2013-10-22,"Entergy New Orleans, Inc",1704.3,6,13,2013 Q4,1,0,0,1,0,0,0,0
"9010",101242,"2233368422","0001-0000-0000-000-02A500","iti",2013-10-04,NA,2013-10-16,2013-10-22,"Entergy New Orleans, Inc",958774.42,5,18,2013 Q4,1,0,0,1,0,0,0,0
"9011",101243,"8910370391","0200-0000-0000-000-03A720","aviation",2013-10-11,NA,2013-10-15,2013-10-22,"G&K Services",119.13,6,11,2013 Q4,1,0,0,1,0,0,0,0
"9012",101244,"8910376594","0200-0000-0000-000-03A720","aviation",2013-10-11,NA,2013-10-15,2013-10-22,"G&K Services",27.18,6,11,2013 Q4,1,0,0,1,0,0,0,0
"9013",101245,"8910377325","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-16,2013-10-22,"Glacier H2O Systems",155,5,21,2013 Q4,1,0,0,1,0,0,0,0
"9014",101246,"4051927411","0200-0000-0000-000-03A720","aviation",2013-09-30,NA,2013-10-15,2013-10-22,"Grainger, Inc.",1569.92,6,22,2013 Q4,1,0,0,1,0,0,0,0
"9015",101247,"4051927411","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-17,2013-10-22,"Grainger, Inc.",39.6,4,14,2013 Q4,1,0,0,1,0,0,0,0
"9016",101248,"4051927411","0200-0000-0000-000-03A720","aviation",2013-10-10,NA,2013-10-17,2013-10-22,"Grainger, Inc.",1524.63,4,12,2013 Q4,1,0,0,1,0,0,0,0
"9017",101249,"8910369731","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-15,2013-10-22,"INTERNATIONAL SECURITY MANAGEMENT GROUP",2943.3,6,21,2013 Q4,1,0,0,1,0,0,0,0
"9018",101250,"8910369834","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-17,2013-10-22,"INTERNATIONAL SECURITY MANAGEMENT GROUP",27835.26,4,21,2013 Q4,1,0,0,1,0,0,0,0
"9019",101251,"8910369562","0200-0000-0000-000-03A720","aviation",2013-10-14,NA,2013-10-15,2013-10-22,"Jefferson Parish Sheriff's Office",135322.96,6,8,2013 Q4,1,0,0,1,0,0,0,0
"9020",101252,"8910313301","0200-0000-0000-000-03A720","aviation",2013-10-18,NA,2013-10-17,2013-10-22,"Jeffrey Sigmon",232,4,4,2013 Q4,1,0,0,1,0,0,0,0
"9021",101253,"8910377327","0200-0000-0000-000-03A720","aviation",2013-09-28,NA,2013-10-16,2013-10-22,"Kentwood Springs a Brand of DS Waters of America Inc.",7,5,24,2013 Q4,1,0,0,1,0,0,0,0
"9022",101254,"8910377337","0200-0000-0000-000-03A720","aviation",2013-09-27,NA,2013-10-17,2013-10-22,"LOUISIANA FIRE EXTINGUISHER",369.5,4,25,2013 Q4,1,0,0,1,0,0,0,0
"9023",101255,"8910377209","0200-0000-0000-000-03A720","aviation",2013-08-19,NA,2013-10-15,2013-10-22,"McGriff, Seibels & Williams",87337.5,6,64,2013 Q4,1,0,0,0,0,1,0,0
"9024",101256,"8910377003","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-15,2013-10-22,"NAPA Auto Parts",187.92,6,14,2013 Q4,1,0,0,1,0,0,0,0
"9025",101257,"8910377008","0200-0000-0000-000-03A720","aviation",2013-10-08,NA,2013-10-17,2013-10-22,"NAPA Auto Parts",259.5,4,14,2013 Q4,1,0,0,1,0,0,0,0
"9026",101258,"8910377314","0200-0000-0000-000-03A720","aviation",2013-10-11,NA,2013-10-17,2013-10-22,"NAPA Auto Parts",990,4,11,2013 Q4,1,0,0,1,0,0,0,0
"9027",101259,"8910376995","0200-0000-0000-000-03A720","aviation",2013-10-15,NA,2013-10-17,2013-10-22,"Pennant Shop, Inc.",540,4,7,2013 Q4,1,0,0,1,0,0,0,0
"9028",101260,"8910369614","0200-0000-0000-000-03A720","aviation",2013-10-01,NA,2013-10-15,2013-10-22,"Roedel Parsons Koch Blache Balhoff and McCollister",7000,6,21,2013 Q4,1,0,0,1,0,0,0,0
"9029",101261,"6450374106","0001-0000-0000-000-02A500","hdlc",2013-09-29,NA,2013-10-17,2013-10-22,"Sprint Together with NEXTEL",201.44,4,23,2013 Q4,1,0,0,1,0,0,0,0
"9030",101262,"6450377196","0001-0000-0000-000-02A500","hdlc",2013-09-29,NA,2013-10-11,2013-10-22,"Sprint Together with NEXTEL",9.83,8,23,2013 Q4,0,1,0,1,0,0,0,0
"9031",101263,"2101377313","0139-0000-0000-000-02A500","mayor's office - core",2013-09-29,NA,2013-10-11,2013-10-22,"Sprint Together with NEXTEL",4167.73,8,23,2013 Q4,0,1,0,1,0,0,0,0
"9032",101264,"2601377307","0001-0000-0000-000-02A500","safety & permits",2013-09-30,NA,2013-10-11,2013-10-22,"Sprint Together with NEXTEL",2353.18,8,22,2013 Q4,0,1,0,1,0,0,0,0
"9033",101265,"2618377305","0001-0000-0000-000-02A500","safety & permits",2013-09-30,NA,2013-10-17,2013-10-22,"Sprint Together with NEXTEL",627.27,4,22,2013 Q4,1,0,0,1,0,0,0,0
"9034",101266,"7821369006","0138-0000-0000-000-03A720","ocd",2013-10-10,NA,2013-10-16,2013-10-22,"Sprint Together with NEXTEL",37.99,5,12,2013 Q4,1,0,0,1,0,0,0,0
"9035",101267,"2101377318","0139-0000-0000-000-02A500","mayor's office - core",2013-08-29,NA,2013-10-14,2013-10-22,"Sprint Together with NEXTEL",3852.42,7,54,2013 Q4,1,0,0,0,1,0,0,0
"9036",101268,"2310375711","0001-0000-0000-000-02A500","law",2013-08-27,NA,2013-10-11,2013-10-22,"Office Depot",319.99,8,56,2013 Q4,0,1,0,0,1,0,0,0
"9037",101269,"4011377587","0001-0000-0000-000-02A500","accounting",2013-10-16,NA,2013-10-21,2013-10-22,"Office Depot",2377.37,2,6,2013 Q4,1,0,0,1,0,0,0,0
"9038",101270,"2310376962","0001-0000-0000-000-02A500","law",2013-10-07,NA,2013-10-15,2013-10-22,"FUTURE IMAGE",759.92,6,15,2013 Q4,1,0,0,1,0,0,0,0
"9039",101271,"2130377336","0001-0210-2130-200-212150","homeland security",2013-09-20,NA,2013-10-14,2013-10-22,"The Solutient Corporation",15000,7,32,2013 Q4,1,0,0,0,1,0,0,0
"9040",101272,"2115377271","0001-0000-0000-000-02A500","mayor's office - core",2013-09-12,NA,2013-10-11,2013-10-22,"Louisiana Political Review, Inc.",145,8,40,2013 Q4,0,1,0,0,1,0,0,0
"9041",101273,"2298370657","0001-0000-0000-000-02A500","emd",2013-09-16,NA,2013-10-17,2013-10-22,"Retif Oil & Fuel",7115,4,36,2013 Q4,1,0,0,0,1,0,0,0
"9042",101274,"2136377176","0001-0000-0000-000-02A500","mayor's office - other",2013-10-04,NA,2013-10-11,2013-10-22,"going places travel, inc",1842.76,8,18,2013 Q4,0,1,0,1,0,0,0,0
"9043",101275,"2101377435","0001-0000-0000-000-02A500","mayor's office - core",2013-09-30,NA,2013-10-10,2013-10-22,"Signs Now 77",56.77,9,22,2013 Q4,0,1,0,1,0,0,0,0
"9044",101276,"2130377289","0001-0210-2130-200-213250","homeland security",2013-10-08,NA,2013-10-11,2013-10-22,"Louisiana Office Products",311.65,8,14,2013 Q4,0,1,0,1,0,0,0,0
"9045",101277,"3878377221","0001-0000-0000-000-02A500","youth study center",2013-07-29,NA,2013-10-11,2013-10-22,"ChillCo, Inc.",537.62,8,85,2013 Q4,0,1,0,0,0,1,0,0
"9046",101278,"6701377515","0001-0670-6701-200-213250","cpc",2013-10-15,NA,2013-10-18,2013-10-22,"Allfax Specialties, Inc.",859.8,3,7,2013 Q4,1,0,0,1,0,0,0,0
"9047",101279,"3665377248","0001-0000-0000-000-02A500","ems",2013-09-30,NA,2013-10-11,2013-10-22,"Alere Taxicology Services, Inc.",229.5,8,22,2013 Q4,0,1,0,1,0,0,0,0
"9048",101280,"2010375864","0001-0000-0000-000-02A500","council",2013-10-08,NA,2013-10-11,2013-10-22,"Ives Business Forms, Inc.",412.35,8,14,2013 Q4,0,1,0,1,0,0,0,0
"9049",101281,"7242377475","0001-0000-0000-000-02A500","regional & national partnershi",2013-07-25,NA,2013-10-21,2013-10-22,"Louisiana Conference of Mayors",3000,2,89,2013 Q4,1,0,0,0,0,1,0,0
"9050",101282,"2231370158","0001-0000-0000-000-02A500","iti",2013-10-04,NA,2013-10-16,2013-10-22,"DS Waters of America,Inc",235.72,5,18,2013 Q4,1,0,0,1,0,0,0,0
"9051",101283,"4051927411","0001-0000-0000-000-02A500","mtcb",2013-10-08,NA,2013-10-18,2013-10-22,"Grainger, Inc.",14930.94,3,14,2013 Q4,1,0,0,1,0,0,0,0
"9052",101284,"2278376154","0001-0000-0000-000-02A500","cao",2013-10-14,NA,2013-10-15,2013-10-22,"Governmentjobs.com",38000,6,8,2013 Q4,1,0,0,1,0,0,0,0
